Date,Open,Close,High,Low,Volume
2022-07-16,316.20180226856814,463.2408872225968,353.1333579073741,420.9352053822012,288071.0
2022-07-17,387.99530726317465,599.0997556040802,452.25411799323217,220.20298833291287,1612443.0
2022-07-18,556.0564549584059,380.6957903925775,372.0570928387305,217.55243534749744,508623.0
2022-07-19,483.088540107011,341.89142269208503,375.10602199525135,488.14928509288114,1849040.0
2022-07-20,224.8812904658811,360.28166673378666,324.148355643248,377.7919911911164,622542.0
2022-07-21,258.92121771158816,,,,
2022-07-22,203.13663630876675,,,,
2022-07-23,452.36871609166536,,,,
2022-07-24,379.06937016416737,,,,
2022-07-25,253.7099403609102,,,,
2022-07-26,583.1736484227082,,,,
2022-07-27,411.863889578248,,,,
2022-07-28,296.7573176451557,,,,
2022-07-29,400.2414284618831,,,,
2022-07-30,471.84813309404313,,,,
2022-07-31,230.49568718942567,,,,
2022-08-01,309.8815260191568,,,,
2022-08-02,522.7861963535975,,,,
2022-08-03,383.86594816106447,,,,
2022-08-04,418.630856812918,,,,
2022-08-05,373.1264008837877,,,,
2022-08-06,217.55997705720205,,,,
2022-08-07,266.2999119280624,,,,
2022-08-08,378.2166554967564,,,,
2022-08-09,283.6741861631712,,,,
2022-08-10,219.9916114638715,,,,
2022-08-11,537.4598656207295,,,,
2022-08-12,592.4770116656464,,,,
2022-08-13,517.2571495986958,,,,
2022-08-14,541.5139686818668,,,,
2022-08-15,296.7908521268181,,,,
2022-08-16,584.2507902052798,,,,
2022-08-17,278.7702817813713,,,,
2022-08-18,580.571924144733,,,,
2022-08-19,597.9277175863804,,,,
2022-08-20,484.6891222984195,,,,
2022-08-21,592.4574927167288,,,,
2022-08-22,427.81591182684144,,,,
2022-08-23,303.81671327043614,,,,
2022-08-24,374.79835426624834,,,,
2022-08-25,437.4243741515144,,,,
2022-08-26,229.232624810806,,,,
2022-08-27,448.9373058468984,,,,
2022-08-28,592.4711347049179,,,,
2022-08-29,276.04305991349105,,,,
2022-08-30,517.0380465153532,,,,
2022-08-31,563.1595175118478,575.8274356100662,240.0619990027068,372.12657121695634,1508934.0
2022-09-01,577.4806371280883,502.0534469780784,308.68703955927185,309.8820131228575,1809696.0
2022-09-02,584.0542417621789,434.649567313465,526.3823157660827,555.1006098686753,685917.0
2022-09-03,408.5838554885888,531.3754683755963,351.3262428661038,216.234284853878,764087.0
2022-09-04,590.9231631966015,232.0747027248453,235.35878685870333,565.4909976025838,1395502.0
2022-09-05,502.92408285377553,390.7355510932498,336.8902099115618,533.1976554212001,345526.0
2022-09-06,264.6685744947848,452.03725074466536,592.553333696512,319.0282865763262,1221733.0
2022-09-07,390.760042587188,531.4611624473157,451.8734381036812,515.7162618708419,1498149.0
2022-09-08,487.3324701488016,513.3878240197071,366.4643785624632,212.48542413549904,902371.0
2022-09-09,298.93612632763336,310.82769988535983,266.615405398908,586.7462201173574,
2022-09-10,456.2460734195549,576.3520678236816,594.4707189134779,410.6379770359157,
2022-09-11,466.6401916186477,249.7383365723481,528.3396037052514,321.3124104261781,
2022-09-12,265.0798975234263,550.0534474484609,312.59092098036774,345.0332850378708,
2022-09-13,426.03412498110254,588.3760998418475,228.0274782884757,226.56214138419887,
2022-09-14,508.6507643914431,270.86140928905024,222.6502229510232,595.7398056168156,
2022-09-15,399.5582658143768,488.8264256815141,248.1512598022136,215.716778060277,
2022-09-16,204.84124671044296,216.1142075111994,432.3074334457687,461.9628492591437,
2022-09-17,203.61538763171689,362.169130055662,571.5053684821969,377.09437108258334,
2022-09-18,342.81173758800486,406.5133196790696,398.6973712023938,579.566487275486,
2022-09-19,570.4776273727127,432.2580903638536,537.1781929824789,298.3998961227181,
2022-09-20,291.4707118414435,574.3748992994238,378.3546479439232,412.8347295752045,
2022-09-21,453.7454755486749,468.90027491767785,483.43341830713007,392.9424834331012,996120.0
2022-09-22,288.8303482773282,392.5111804876948,492.74909491460033,481.14657762004055,1679286.0
2022-09-23,328.66799586381944,523.8700145063558,269.5854823613355,227.2040927809682,1405020.0
2022-09-24,539.2168358405936,580.2131283817636,344.4864235903247,277.5156520093419,1052006.0
2022-09-25,491.5445769079788,208.82645947291635,454.9208626152096,285.82592803714,273774.0
2022-09-26,238.15971092528423,593.0085089024155,228.27864327374647,495.2603019366759,915906.0
2022-09-27,371.48080839457344,234.45285562547213,344.61607510518263,275.65547853069603,366013.0
2022-09-28,211.6679054581058,525.7547117075046,413.919786512477,429.39670555639066,1855709.0
2022-09-29,392.3560586412036,312.13390102056496,598.4897972178555,286.0975282003815,1199507.0
2022-09-30,464.9736046804272,252.87186310154868,389.8134250489763,544.6499800335914,419399.0
2022-10-01,247.40104943926065,375.942255885534,526.4227028457294,576.8741817958554,888717.0
2022-10-02,315.55397556366626,457.5826317790454,372.8269140266471,407.3971899768962,1695420.0
2022-10-03,359.1346502008628,352.38073800939003,518.5562890478836,340.92355368367134,1282071.0
2022-10-04,567.8124098624198,221.8261633130796,438.16592064804337,293.62311000699964,259809.0
2022-10-05,597.3020061691857,439.7844558634866,554.6381766009594,219.9124006092175,964748.0
2022-10-06,217.9645195982464,560.9613104442699,364.377020940044,307.40003047899813,734672.0
2022-10-07,504.4031693981568,353.28614637890064,441.72176792859153,461.69431197812713,1068597.0
2022-10-08,348.6896265609373,286.5331110523308,452.0074722475309,413.44677252368433,1778799.0
2022-10-09,356.98327449179203,377.03093837312616,366.9531767201893,577.6165113123709,453781.0
2022-10-10,501.7059893388091,219.34508441951235,257.7248174749926,358.5109049966802,446259.0
2022-10-11,567.3705728581635,528.1950337921099,237.42376276493425,477.5453369313578,733510.0
2022-10-12,580.3714378010193,530.5363243800747,206.66862023985323,395.72909899004856,69361.0
2022-10-13,430.84903441532833,435.2001853718514,549.4137056980858,405.0304863696847,1972325.0
2022-10-14,342.84846372020115,341.24115557535583,294.5899648954778,307.109725841647,801787.0
2022-10-15,515.0196343435117,519.9133457783133,284.60269971270725,381.9803107367999,1152417.0
2022-10-16,300.4005533049201,421.8748099153469,494.4141601704262,388.3139988050829,709364.0
2022-10-17,425.6296115334071,530.3729234200065,328.0064452349567,482.6570086995736,1299876.0
2022-10-18,343.4313846099493,452.5835170332082,402.41787696473466,576.2559996744455,165786.0
2022-10-19,462.65242948315046,513.7621892851189,265.0044261189825,331.7285109930017,546486.0
2022-10-20,296.1595651574028,439.425197287104,583.8982885847877,216.8801874325194,334095.0
2022-10-21,276.63717829393033,365.6564272862665,540.6325600068949,398.5180502002559,924156.0
2022-10-22,567.2956346701749,583.178343970455,545.5158491860013,417.7845328596674,1490417.0
2022-10-23,240.72147317981475,416.4455299515379,362.7094994288021,267.3762204527661,1312042.0
2022-10-24,402.3831630939727,442.0358074162153,504.94448548286914,504.1858425104267,1532774.0
2022-10-25,288.34111318520354,288.1950557658997,257.55046215591204,593.9716433765966,1596604.0
2022-10-26,215.57198533026693,450.26031577091055,203.4476010367121,578.3098868033844,1319530.0
2022-10-27,214.40752731657057,428.6430597931776,207.98917303121124,278.8424155294609,915175.0
2022-10-28,270.0887088423309,273.93535917881,434.6406949618242,550.1452959603043,939073.0
2022-10-29,546.7081418024002,223.8348389412575,382.1579620991763,481.7974545646739,1311884.0
2022-10-30,312.9914975908107,441.74372788590847,407.2061395634079,381.5386255227646,1153431.0
2022-10-31,580.1836682301183,505.4769077401282,202.98525616688767,416.2443977298916,739480.0
2022-11-01,432.6489171956774,409.3605483688033,369.0746478629703,539.8400699929832,1866791.0
2022-11-02,374.6456759075064,290.7090501278583,487.22726448034433,392.0539758553493,126701.0
2022-11-03,432.03553386778185,466.608790677214,377.0774807869743,349.2829476420508,497281.0
2022-11-04,406.6793540905071,232.0422906438409,492.8876825248889,397.2989972103943,1393767.0
2022-11-05,503.5105015029301,376.73348192078186,293.2075857587339,431.65192161401967,1849479.0
2022-11-06,312.9984263891409,265.34670335936806,525.2568017926901,275.6310615113396,1164347.0
2022-11-07,341.220156640121,273.7836204239534,435.37249618138094,560.3630921067963,1059739.0
2022-11-08,557.6377210133003,280.91757966328146,284.3052397719625,469.6747795318456,985591.0
2022-11-09,578.5826052601622,354.6828228175912,294.6881903415332,453.3075669349956,853503.0
2022-11-10,557.0232909945898,220.46008224815904,451.2121858278148,239.79849047225525,1069641.0
2022-11-11,367.7791975829255,359.11737637163924,531.9758372849774,441.6695752690367,1438043.0
2022-11-12,512.1462012027526,404.6829788458804,366.2511128116621,248.3842648953969,1819126.0
2022-11-13,390.53429332043953,393.31771398653007,303.3201716510369,231.4790700781596,909401.0
2022-11-14,399.0159408584409,353.1136401612162,546.8046427642402,410.92435825695736,350600.0
2022-11-15,281.8720436229136,535.658643228301,467.707316700334,361.114213618598,502721.0
2022-11-16,436.45212130340656,258.13067696820167,379.23419491323057,435.5241080624893,253924.0
2022-11-17,274.45435910133915,402.2786975125496,395.1600781117208,235.68886722289545,708708.0
2022-11-18,332.6258796268775,224.8165667826217,281.7025871745586,372.39322513890335,1859162.0
2022-11-19,542.012080647974,228.4622715511639,450.7210520259376,269.9146860180632,1945711.0
2022-11-20,282.8303236843421,429.54633987083855,343.49700421715545,594.8400343696467,549517.0
2022-11-21,228.46331406937315,426.4073699551284,598.2580706697397,424.4600849740698,1368307.0
2022-11-22,227.6030370451265,551.2134051377827,392.0734061047551,474.9747443763469,1828334.0
2022-11-23,576.3138082012431,423.1494702640293,394.3542424758453,330.16731227304314,1365433.0
2022-11-24,402.7681751847339,583.9164081619401,426.3407149642687,237.8955659117377,1735933.0
2022-11-25,363.7648287268073,219.4779393599719,566.7024012474988,590.3483451134147,550389.0
2022-11-26,524.3514324031673,239.2030739122964,520.3272399439002,314.50361415327325,1618255.0
2022-11-27,534.3303711642063,217.62634462815257,380.4520279191366,369.5232740694297,211935.0
2022-11-28,332.87641324624184,274.110740133416,487.4797063891184,459.94556868103,1126299.0
2022-11-29,477.4472229895181,416.5080443766713,434.4941995123047,209.87891907444447,1279869.0
2022-11-30,508.4491263407546,458.2288725709712,396.9468194804996,524.1036522069148,195477.0
2022-12-01,461.8602747463818,218.2340631794675,276.9263091137402,414.6312760114481,1219596.0
2022-12-02,260.63802992003974,578.3883559382398,385.5745053819563,311.2868748275289,1940272.0
2022-12-03,550.3532334068228,536.8661506601525,298.32743480902985,224.6431941169877,305065.0
2022-12-04,415.6378210944035,318.6449928628373,565.9368599406619,264.9993661897766,1519363.0
2022-12-05,312.9889705480015,230.8750120905872,334.1627253985388,558.0135435413747,475223.0
2022-12-06,370.0912741750776,267.95482928762294,580.905605813349,474.4096895743564,1868468.0
2022-12-07,215.0284361595629,250.77776550198905,413.22211603788446,299.9606886547559,1564750.0
2022-12-08,251.14672048896705,249.3135117195788,452.6177514704641,226.2403059780118,419287.0
2022-12-09,506.2187002063444,407.4246754662936,417.1761777957311,476.2461249546545,726478.0
2022-12-10,200.0046539021465,298.33897699736013,251.7522467866804,428.9630903871061,184354.0
2022-12-11,366.6263313929169,343.2558866116578,350.3284876031764,361.807809783294,1669589.0
2022-12-12,409.00407243423535,595.802133353729,239.6584449110496,345.4445796760256,325589.0
2022-12-13,221.85376800038887,473.7256995701379,449.1816176733527,286.72571037164334,741427.0
2022-12-14,589.2312651889331,579.5922668188006,378.7496780801756,467.8445026150071,1397928.0
2022-12-15,290.4501324998688,257.02262201324623,511.1939886283747,588.2672111175482,1501608.0
2022-12-16,321.6794878545124,352.8557899330277,288.18819239974795,270.28609833473035,1422003.0
2022-12-17,321.5770049020109,421.8927213129417,265.826423371734,438.84664800620135,90779.0
2022-12-18,292.16666484694,,362.5328923855071,,1056636.0
2022-12-19,200.58952883452457,,570.6341532873524,,655094.0
2022-12-20,491.7379176351985,,484.1687260049647,,1329451.0
2022-12-21,586.7381999197141,,367.5694499171675,,344974.0
2022-12-22,289.717393314018,,406.9088679017242,,1693735.0
2022-12-23,465.218876721369,,233.68520447083927,,550007.0
2022-12-24,496.7585307834861,,593.8303585504452,,1626980.0
2022-12-25,539.3701516362098,,466.5629218779676,,1568159.0
2022-12-26,369.05167880544366,,314.161627385369,,555613.0
2022-12-27,321.1723622561717,,434.3233576860977,,945101.0
2022-12-28,330.11805360921244,,243.7929464275976,,989943.0
2022-12-29,485.0485332394051,,586.3346675230334,,1068127.0
2022-12-30,526.7117866022544,439.7438900168663,269.9139951533464,356.15057841878155,360431.0
2022-12-31,272.64558710264106,491.4625136946411,459.21212722208566,366.30992039586056,1339998.0
2023-01-01,348.3764032631061,326.145497306447,298.1817850155722,387.6709984371087,489405.0
2023-01-02,560.77607869966,357.2588517976061,487.0245530594143,347.0834032510173,20141.0
2023-01-03,522.6774078778957,294.7695975586894,510.7285468961125,240.24799088903603,335057.0
2023-01-04,593.9433611049903,238.7862683861699,469.3678915645731,323.8527240011383,825047.0
2023-01-05,501.6993038728323,271.6126549766335,445.799784102077,465.4937442775754,1699922.0
2023-01-06,357.2780804111689,519.0056181185944,556.9876375808046,466.3137605875484,723111.0
2023-01-07,436.2551335978551,471.0183220735103,231.4506843959032,314.4897228959977,1690548.0
2023-01-08,464.4057016989281,418.77155039419074,332.3659063120781,384.0410506230752,294596.0
2023-01-09,231.3823265268496,390.03594914670725,299.3149918523384,277.37889120477496,1469517.0
2023-01-10,417.7987836415461,568.9737134624497,595.2055848261687,284.1488326119343,579679.0
2023-01-11,483.72833138904383,229.0939791114673,355.7559118667494,209.2188353626429,1698152.0
2023-01-12,266.9285216004241,312.2403252951664,493.0450796961595,558.6986199630978,1783996.0
2023-01-13,512.2526869702228,339.9751414282856,473.8900655524018,284.28266602996246,1167111.0
2023-01-14,433.5091122056447,512.9703248851151,284.8324949909511,291.0135507745853,147770.0
2023-01-15,580.8887142790379,597.0058480647886,295.5990720846205,311.8405730580527,244947.0
2023-01-16,216.96891928275667,296.2682059028612,312.51382542121365,250.9632286781716,615999.0
2023-01-17,306.1304550221868,549.7229336548322,364.4509113037517,455.7051532725451,869282.0
2023-01-18,440.6215517199296,532.2491041727164,293.7300262602107,230.05718127103464,1949741.0
2023-01-19,318.62396488237226,289.86295905670664,207.86059309873912,253.6809705305401,1318085.0
2023-01-20,485.7696656284969,359.733032079689,551.7572227228782,457.9026906360372,757913.0
2023-01-21,503.6021130087724,363.8691477170077,586.2439325523536,335.86424819257707,889094.0
2023-01-22,241.0063856265897,591.2882674106233,336.62815481262714,483.1791306804756,572660.0
2023-01-23,405.5417856827071,272.3567605515593,335.4027517701892,422.9698978680568,1621998.0
2023-01-24,403.5562222364224,519.6631884419128,202.8367251097484,302.40846922460526,829255.0
2023-01-25,347.71230808621647,333.677085669244,472.1002753321496,460.3311801957312,600446.0
2023-01-26,573.1699450278688,492.34813831046415,530.1759582994515,246.50947211715223,1936084.0
2023-01-27,531.0025279492885,368.0044017182652,258.6433201440013,414.5641532320121,1037564.0
2023-01-28,478.8837527638547,431.343905246616,263.8665397468603,374.8592420180139,1815023.0
2023-01-29,485.730654293999,533.0447093304524,516.0332999885751,307.1494331269763,1186597.0
2023-01-30,384.6864575252477,521.6662259935537,446.5162993416578,441.6019990958,578684.0
2023-01-31,568.3978084386304,546.56927341588,217.9442230510868,548.533436936113,1424056.0
2023-02-01,477.8381709013141,223.8469301378636,449.0187961849127,599.5618799052306,1085488.0
2023-02-02,491.59242466232655,476.820221215898,323.5670891375064,443.1051074973698,1110523.0
2023-02-03,544.6763615149381,255.9949506887052,347.4900621883384,361.88234973166806,518676.0
2023-02-04,309.6286357368764,366.3274272073644,507.89256731875207,290.08284008648064,495913.0
2023-02-05,522.8283615466812,419.4353660218754,524.3740770690442,302.8384357580447,1097963.0
2023-02-06,278.0962411825968,361.09579389873227,360.14265073593225,391.7819912599063,986469.0
2023-02-07,338.13678089795513,407.844670321203,578.8611744025419,346.91108051228366,283652.0
2023-02-08,334.24418170793706,598.6105235194477,362.5850871808289,565.5258090499776,1361312.0
2023-02-09,591.4101873556563,254.08692548514188,508.734414092044,347.3181870622838,638537.0
2023-02-10,542.6148894991707,470.18241813457024,393.5509058257037,349.3778364581742,6919.0
2023-02-11,480.4679446361039,358.4003865542461,559.0129306088336,353.4138049735908,834027.0
2023-02-12,490.82270464615607,253.2039195629315,563.1044974600715,534.6480841470632,145689.0
2023-02-13,424.8291177610285,263.4947053497238,234.9667231484336,460.3153283387608,1522060.0
2023-02-14,578.8362668434077,579.7092424982468,574.5973325240902,445.66754012755706,38298.0
2023-02-15,398.50350115294464,551.8405986847048,530.2139366081663,333.6572089535449,1290801.0
2023-02-16,352.2070839479578,562.8167841660088,516.5242857250668,527.1616707329758,1978009.0
2023-02-17,265.2141347726364,596.6131103309547,280.36453587420897,215.3455445422805,238725.0
2023-02-18,514.4822609044231,283.3261560034072,522.047683501866,548.3188689352453,281600.0
2023-02-19,493.7775728302366,342.1757349456247,540.0530938740147,405.0999599175718,1163175.0
2023-02-20,353.742015409654,467.68761196994666,315.6601337816604,359.3000939453651,1926684.0
2023-02-21,210.0773655836917,393.5210159442589,580.9040313449295,398.8669122870743,1137297.0
2023-02-22,535.5989310872043,367.3558133513334,219.9440585596657,466.9662122135324,829356.0
2023-02-23,204.5671933816295,343.12449973423725,259.9637012988559,205.10617060715896,815672.0
2023-02-24,481.4799118516204,437.5122527773809,415.0324552206057,548.620742583299,354525.0
2023-02-25,588.1028438904228,430.2373714560328,430.3169884489239,378.6958101245572,276372.0
2023-02-26,375.06453125928135,264.58313362569606,458.06003332036136,337.18660788003126,813118.0
2023-02-27,293.9893619983811,388.6959350073756,206.7876517261866,255.29822625362283,541208.0
2023-02-28,481.9484040173527,421.3887104839399,584.1467098488521,375.7861497433769,1585296.0
2023-03-01,526.851256806234,428.1147754925562,217.8352370936576,398.5291085137516,1510367.0
2023-03-02,418.5721264311389,284.0428771649407,257.22478108936093,361.4586777973912,1688371.0
2023-03-03,586.8141101024585,496.90855690091473,205.6058070104228,471.4640375307589,1446229.0
2023-03-04,220.66748866318443,210.07963792842784,426.74337331763786,368.3586115036904,1387445.0
2023-03-05,401.91823932181126,341.93274221726506,572.9067535683889,584.5670311386293,1802511.0
2023-03-06,487.38157892902,512.0850594142535,466.3788664321857,439.7110071294367,1742846.0
2023-03-07,545.0561884596716,425.55716842216094,529.062987392171,522.9911742607635,651052.0
2023-03-08,271.702244763116,304.4649730043441,205.31248138343204,243.74236124379155,166298.0
2023-03-09,520.0013927054725,477.9812477372191,416.8061193918904,358.91651717836226,209222.0
2023-03-10,421.0828302874181,426.95637766242936,383.8251910022087,334.7390805788611,326243.0
2023-03-11,358.62147279598526,518.4974437825549,399.5871776883172,427.7929552546367,1166133.0
2023-03-12,252.68601143163744,494.0100744759293,228.8852741340752,544.4454080245703,1926768.0
2023-03-13,546.118303563565,444.04316881449387,473.774144427723,231.33528710480263,547301.0
2023-03-14,262.9092832718861,395.2710701243256,401.2881659434538,229.0299192178843,1599310.0
2023-03-15,323.9151436836397,253.2728502670093,506.0595399445056,540.1270832630396,896641.0
2023-03-16,316.0182127849748,304.5332071541535,394.1162536246861,285.14003441534294,501409.0
2023-03-17,548.5656136763417,367.6397891668341,259.7526544905728,467.5013017799255,730735.0
2023-03-18,469.0811976835592,439.7197148025555,459.3027816311288,417.1512529443221,985013.0
2023-03-19,518.6725588765489,405.4831420861219,268.9545448420665,533.1574379548917,1680125.0
2023-03-20,300.1871595169996,315.2738103838118,548.957825341926,250.03556393456145,1935747.0
2023-03-21,449.9496398427996,202.5857431158842,445.2464956276966,251.9131862890445,267701.0
2023-03-22,428.69839325749945,398.4956887603256,262.8815534227817,422.727344111323,1746325.0
2023-03-23,533.1321507153084,314.25039542489725,584.9352229924827,578.5514613433484,708060.0
2023-03-24,562.4348241925043,493.843320284214,407.3461853341282,365.9991033483017,135878.0
2023-03-25,204.86270859095472,209.5785061081934,229.159380748662,330.77684010187795,628431.0
2023-03-26,469.6079676235171,433.93112452231634,450.7331617660269,442.6757292791543,553866.0
2023-03-27,220.7343196478916,576.5896950024262,301.2795628051241,572.1794402180124,1652643.0
2023-03-28,419.5434660309424,269.7637068445998,,534.7711331378495,669956.0
2023-03-29,315.0530916174713,388.65979630023816,,598.1934442932879,1897508.0
2023-03-30,322.7106398088565,236.56879672685528,,209.02743328095085,601822.0
2023-03-31,341.18340138094266,450.2727649045411,,245.1432578851049,801561.0
2023-04-01,448.5169796198441,420.2126722384902,,443.7871053466488,461610.0
2023-04-02,333.61998626750767,362.94620968513294,,528.2305757335398,202118.0
2023-04-03,493.0796202361121,408.55080858949646,,314.09773692270664,803028.0
2023-04-04,361.8109542295479,558.629863387604,,295.6844352136875,594643.0
2023-04-05,227.34128012398344,278.51772092442684,,514.7903197524804,542262.0
2023-04-06,513.5039369936429,209.0258046821389,,222.55274154129265,1251321.0
2023-04-07,314.3033298370824,544.6659538796404,,347.75305903303405,1952012.0
2023-04-08,373.10675183970505,430.8468329551626,,402.3236890369319,1304942.0
2023-04-09,474.17755328876063,556.2633821847369,,424.13946974012936,1442514.0
2023-04-10,332.9824628594848,438.778089365269,,491.4460627171108,491649.0
2023-04-11,222.63426245868624,524.0644359838809,,341.9382893722633,861634.0
2023-04-12,349.5684188051255,371.8693453420592,,445.0737378698429,79442.0
2023-04-13,577.7794330777214,499.9439725153075,,434.1501691163825,682178.0
2023-04-14,456.69375891942326,565.2165867559424,,419.0464402614989,1633462.0
2023-04-15,468.5916594668828,428.84918548888254,,456.1933172568849,138726.0
2023-04-16,452.9128614550559,272.31406022495185,,303.7796684272305,563046.0
2023-04-17,279.5968555837747,307.5190460120793,,233.8595014338516,1864212.0
2023-04-18,367.33354564091206,279.4578307589623,,247.70866881589737,132309.0
2023-04-19,500.3759193453273,298.74281103829315,,289.83295306156043,695288.0
2023-04-20,240.54915902126368,322.5661797404145,,400.07917420911406,518644.0
2023-04-21,311.1411104358849,422.0535147012754,,536.177100218408,189681.0
2023-04-22,310.5276433863414,435.1966517855331,,480.51733683535366,1608416.0
2023-04-23,372.8075710378024,370.5998988967444,,515.6162416808188,408552.0
2023-04-24,592.147496376874,446.16831192833416,,340.3902495704366,1362757.0
2023-04-25,227.0010186735288,232.6299702445464,,361.86149665942,152278.0
2023-04-26,407.480397752238,235.115294823264,,357.47275439624514,1612695.0
2023-04-27,271.7458728048842,268.7317841430633,,276.7492737618006,1097139.0
2023-04-28,588.2706181638977,407.2309992161379,,224.4866632574288,1071937.0
2023-04-29,245.32140189098567,285.5978714793254,,436.36643713089074,1881343.0
2023-04-30,361.4404009446365,313.31376139703093,,595.6866733682344,1128045.0
2023-05-01,495.15399393384246,360.12513446919763,,266.7318819801052,1574157.0
2023-05-02,481.8217712109781,524.7464496041518,,218.6739279597095,1564147.0
2023-05-03,369.0914547575729,205.54485436514403,,511.8126727295732,555104.0
2023-05-04,338.6096671810873,459.75152809464896,,301.03440267388964,1835286.0
2023-05-05,359.0449514211482,467.5506124162741,,531.8575221411713,1724555.0
2023-05-06,305.71050526345573,519.4623121426546,,481.5746668138062,239295.0
2023-05-07,282.13317548271993,573.1011756241253,,578.2694148203218,621767.0
2023-05-08,393.215879023556,208.055139579716,,363.5708943026688,31819.0
2023-05-09,307.41350242704294,261.5134822052865,,464.7879357802536,1982821.0
2023-05-10,314.98466595890005,554.4685176223973,,385.9419123253083,1045801.0
2023-05-11,462.7024253898229,383.4074248748061,,452.2354789234174,1438050.0
2023-05-12,587.4149326799569,425.8362555733854,,379.8395624030949,13798.0
2023-05-13,441.45488022375,465.21088148925895,,275.45289856962995,685503.0
2023-05-14,230.7917868259865,471.626641798255,,403.1589664013524,841127.0
2023-05-15,230.2334455416268,572.6961613266033,,411.43368057497696,1479539.0
2023-05-16,580.5692883382264,598.7797669646679,,524.2415393040644,1821806.0
2023-05-17,318.91631612293344,488.0629843723761,,494.20828231743246,1808123.0
2023-05-18,236.82679443299017,314.8884836820603,,465.5166495765776,1707408.0
